0.000000000000000000e+00 4.075734680886001371e+01
8.000000000000000167e-02 1.124333707016939599e+01
1.600000000000000033e-01 4.443868456701879133e+00
2.399999999999999911e-01 2.076047654788234720e+00
3.200000000000000067e-01 1.118569278816704760e+00
4.000000000000000222e-01 5.893659490193161599e-01
4.799999999999999822e-01 2.647678485301331319e-01
5.600000000000000533e-01 9.784349753426659080e-02
6.400000000000000133e-01 3.001858447202344557e-02
7.199999999999999734e-01 7.798292832330747798e-03
