-1.000000000000000056e-01 7.628490590080039269e-01
-9.889889889889889873e-02 7.676148150785274682e-01
-9.779779779779780580e-02 7.724290004549742017e-01
-9.669669669669669898e-02 7.772923037611332298e-01
-9.559559559559560604e-02 7.822054262123965263e-01
-9.449449449449449923e-02 7.871690818968187786e-01
-9.339339339339339241e-02 7.921839980635739797e-01
-9.229229229229229947e-02 7.972509154190414726e-01
-9.119119119119119266e-02 8.023705884307439362e-01
-9.009009009009009972e-02 8.075437856393814506e-01
-8.898898898898899290e-02 8.127712899792101098e-01
-8.788788788788789996e-02 8.180538991070226418e-01
-8.678678678678679315e-02 8.233924257399939384e-01
-8.568568568568568633e-02 8.287876980026701590e-01
-8.458458458458459339e-02 8.342405597833834063e-01
-8.348348348348348658e-02 8.397518711003871816e-01
-8.238238238238237976e-02 8.453225084780221499e-01
-8.128128128128128682e-02 8.509533653332194136e-01
-8.018018018018018001e-02 8.566453523726791364e-01
-7.907907907907908707e-02 8.623993980010558058e-01
-7.797797797797798025e-02 8.682164487405026332e-01
-7.687687687687688731e-02 8.740974696619447926e-01
-7.577577577577578050e-02 8.800434448284499833e-01
-7.467467467467467368e-02 8.860553777510925544e-01
-7.357357357357358074e-02 8.921342918577174208e-01
-7.247247247247247393e-02 8.982812309750198843e-01
-7.137137137137136711e-02 9.044972598243764539e-01
-7.027027027027027417e-02 9.107834645318837463e-01
-6.916916916916918123e-02 9.171409531530685388e-01
-6.806806806806807442e-02 9.235708562127555865e-01
-6.696696696696696760e-02 9.300743272606011303e-01
-6.586586586586587466e-02 9.366525434428060182e-01
-6.476476476476476785e-02 9.433067060905649948e-01
-6.366366366366366103e-02 9.500380413257979439e-01
-6.256256256256256809e-02 9.568478006847676021e-01
-6.146146146146146128e-02 9.637372617601706049e-01
-6.036036036036036140e-02 9.707077288623467970e-01
-5.925925925925926152e-02 9.777605337002570618e-01
-5.815815815815816164e-02 9.848970360829069071e-01
-5.705705705705706177e-02 9.921186246419250176e-01
-5.595595595595595495e-02 9.994267175760284116e-01
-5.485485485485485507e-02 1.006822763418146804e+00
-5.375375375375375520e-02 1.014308241825976564e+00
-5.265265265265265532e-02 1.021884664396817577e+00
-5.155155155155155544e-02 1.029553575507525132e+00
-5.045045045045045556e-02 1.037316553180484657e+00
-4.934934934934934875e-02 1.045175209976526576e+00
-4.824824824824824887e-02 1.053131193915750385e+00
-4.714714714714714899e-02 1.061186189427257842e+00
-4.604604604604604912e-02 1.069341918328845065e+00
-4.494494494494494924e-02 1.077600140837732257e+00
